"x"
"ELOF1"
"TAF5L"
"CTDSPL2"
"YTHDF2"
"PAG1"
"RFX7"
"ANKRD49"
"PRPF39"
"ZNF330"
"EIF4ENIF1"
"CHAF1A"
"SERPINH1"
"CIC"
"FAM122B"
"TAF3"
"ADAL"
"FBXW4"
"GATAD2A"
"CPSF7"
"KDM5C"
"ATG4A"
"NXT2"
"SUPT7L"
"PRDM10"
"GTF2A1"
"ENTPD5"
"CHEK1"
"DDA1"
"FIBP"
"DFFB"
"SUPT20H"
"FAM89B"
"USP48"
"NELFA"
"MEX3B"
"ROM1"
"FXYD5"
"RAB35"
"MSL1"
"TMEM64"
"GDPD5"
"MLLT1"
"SRCAP"
"YIPF6"
"QRICH1"
"SCGB1A1"
"SHANK1"
"ARHGDIB"
"TNKS"
"LOC730183"
"LRP5"
"ZNF891"
"FAF1"
"NPAT"
"GLMN"
"BLK"
"CNOT3"
"DIS3L2"
"CDKN1B"
"PCYOX1L"
"PON2"
"CXXC1"
"COPS3"
"PGBD4"
"BCL7C"
"TRMT13"
"ZNF471"
"LRIG1"
"CREB1"
"CDH23"
"RAB27A"
"NAGLU"
"ZCCHC12"
"TNKS1BP1"
"CAPN3"
"PDGFB"
"CHST14"
"MLLT10"
"HSD3B7"
"OAZ3"
"GDPD3"
"EP300"
"TAF13"
"RFXAP"
"KDM2A"
"PPFIA1"
"RBL1"
"HIST1H4K"
"MBD2"
"FADS2"
"KCNJ11"
"FAM167A"
"ABLIM2"
"ACE"
"TIAM2"
"BRD9"
"PRDM16"
"NDUFS7"
"ERF"
"COX6A1"
"VWA9"
"NLRC4"
"CCDC130"
"ESPNL"
"CD82"
"SH3BGRL"
"TCEB2"
"IRF8"
"COX17"
"SPI1"
"EZH2"
"HNRNPU"
"TCF3"
"PAGR1"
"CHD4"
"XPO6"
"IKZF3"
"FLVCR1"
"LUC7L3"
"ANGPTL6"
"VHL"
"TAZ"
"USP7"
"ADAMTS10"
"COX4I1"
"TUFM"
"ADNP2"
"AOC1"
"FAM60A"
"LSM12"
"SAP130"
"GNB2L1"
"TLK2"
"USF2"
"SUDS3"
"IPO11"
"RNF40"
"KARS"
"EDC4"
"SEMA6B"
"CMTR1"
"EED"
"PAPD5"
"RPLP0"
"HIST1H1B"
"GTPBP4"
"GART"
"INHBE"
"MATK"
"CD19"
"RPL13"
"DDX6"
"SALL1"
"CLASRP"
"UMPS"
"FGD3"
"ZEB1"
"HEXIM1"
"TP53RK"
"DENR"
"PKMYT1"
"SLC38A1"
"FTO"
"CHERP"
"MLST8"
"DDX46"
"CTCF"
"DROSHA"
"WNK1"
"AZIN1"
"KIAA0391"
"MT1X"
"MT2A"
"TPRKB"
"NKTR"
"ZNF131"
"LAGE3"
"ATP2A2"
"ARID3A"
"PCED1B"
"TSSK6"
"THOC6"
"NAGS"
"RPEL1"
"COQ2"
"GTF2F1"
"CHST7"
"PSMD13"
"RFX5"
"PIK3R2"
"CNN2"
"PI4KA"
"ZFP36L1"
"BCL11A"
"ABCF2"
"FBXW11"
"CSDE1"
"GSK3B"
"CUL4A"
"GIMAP1"
"AXIN1"
"DEF6"
"CAB39"
"DUS1L"
"ARFGAP3"
"ZNF777"
"BFSP1"
"SMARCAD1"
"YEATS4"
"DCAF15"
"ZNF80"
"THAP4"
"TLE3"
"TP53I3"
"JADE2"
"CD72"
"ZNF775"
"MAPK14"
"FOXD4"
"CCDC64"
"COPS7A"
"ZC3H15"
"PATL2"
"BCLAF1"
"SIN3A"
"SRD5A3"
"ING2"
"KRTAP5-10"
"NCBP1"
"RER1"
"CLUH"
"PAPOLG"
"NUFIP2"
"KPNA2"
"PRPF40A"
"MTG2"
"USP1"
"ACTN1"
"FLI1"
"C17orf51"
"HDAC1"
"ARID1A"
"WEE1"
"IFNA5"
"FBXW7"
"ARPC2"
"RPL29"
"ABCE1"
"MRPL19"
"RWDD4"
"SRPRB"
"PAQR9"
"DEPDC1"
"MRPL41"
"TMEM87A"
"MARS2"
"CHMP4B"
"UQCRC1"
"COTL1"
"DHRS7"
"VPS13A"
"DTWD1"
"ZBTB17"
"PNPT1"
"MRPS18C"
"VEZF1"
"SYCE1L"
"COPS6"
"CPSF6"
"ASPM"
"ELMO1"
"RAB11FIP1"
"SPARC"
"THG1L"
"METTL17"
"DRG1"
"IK"
"DR1"
"PEX10"
"IPO9"
"TIMM17A"
"EIF5A"
"ARHGAP1"
"EVPL"
"BCL7A"
"ERP27"
"AHR"
"EIF4E"
"MEPCE"
"COX11"
"SCAP"
"CYC1"
"PDSS2"
"COX7C"
"FIP1L1"
"SRP72"
"SIN3B"
"PGP"
"CTPS1"
"MTERF4"
"SMARCE1"
"CDK14"
"CAMSAP3"
"ZNF566"
"COX10"
"EIF4H"
"UPF2"
"NOSIP"
"MRPL53"
"SRP19"
"RPF2"
"VDAC1"
"SYNGR3"
"KIAA0368"
"SMARCA4"
"YRDC"
"EIF3A"
"SRSF7"
"COQ5"
"RGS14"
"FARS2"
"BLMH"
"ANAPC1"
"HNRNPA2B1"
"OSGEP"
"LUC7L2"
"MRPL20"
"PCNP"
"LRRFIP2"
"ME2"
"COQ3"
"UFM1"
"APOL2"
"CPEB4"
"ASF1B"
"EIF3E"
"PTCD3"
"PSMA3"
"DHX36"
"FBL"
"CD300E"
"FRMD6"
"ILKAP"
"PSMD3"
"EIF4G1"
"AFG3L2"
"SLC31A1"
"ENO1"
"COX16"
"GLYR1"
"SCN1B"
"PGAM1"
"MRPL17"
"NDUFB6"
"KRT38"
"ST8SIA4"
"PEG10"
"GTF3C2"
"TNIP2"
"SZRD1"
"URB2"
"STT3A"
"PAX5"
"KMT2C"
"EBF1"
"SND1"
"CBFB"
"CNOT4"
"SP1"
"BRWD1"
"SS18"
"SYMPK"
"MGA"
"POLR2K"
"MTDH"
"ZNF574"
"CCNH"
"HIPK1"
"LRRC59"
"HMGB1"
"NUP43"
"TAF7"
"ATL2"
"FAM208A"
"NPHS2"
"CNOT10"
"COPS7B"
"ANKHD1"
"TARDBP"
"OLA1"
"TSPYL1"
"NLGN2"
"ETS1"
"HM13"
"ZNF526"
"GOLGA5"
"SMARCB1"
"DNAJA1"
"UBE3D"
"FLCN"
"SLC15A1"
"CBLL1"
"CCNT1"
"PRKAR2A"
"SLC25A53"
"NAP1L1"
"SFT2D3"
"ALOX5AP"
"RAP1A"
"FBXO21"
"TAF5"
"CAND1"
"RBM12"
"TCF20"
"GANAB"
"SFXN5"
"PDSS1"
"TRPV2"
"FBXO41"
"UXT"
"ZBTB10"
"SOCS3"
"ACY3"
"PHF10"
"MAP3K4"
"TMEM208"
"RAP1GAP2"
"ATAD2"
"FBXO22"
"FAM98B"
"ZNF24"
"MT1HL1"
"MCTP1"
"FAM193A"
"PECAM1"
"C17orf58"
"PSG5"
"SLC1A6"
"NUDT3"
"NRD1"
"TBCCD1"
"UBP1"
"ANKHD1-EIF4EBP3"
"CREB3L1"
"BFSP2"
"IGIP"
"PUS7"
"A4GNT"
"TSPAN10"
"KMT2D"
"RFPL4AL1"
"PREP"
"ANKRD11"
"BTBD8"
"LDOC1"
"LENG9"
"GPS1"
"DCTD"
"STK32B"
"PNLDC1"
"CPSF1"
"HIST1H4B"
"UBR1"
"NAPSA"
"FUS"
"GIGYF2"
"SPEN"
"RNF219"
"SUN2"
"MYB"
"TRNAU1AP"
"DNAJC16"
"EDF1"
"WDR47"
"CMPK1"
"TRNT1"
"SRSF11"
"TAF12"
"MEAF6"
"NSMAF"
"WRAP53"
"WDR63"
"SKI"
"MFSD3"
"CMIP"
"IL20"
"C16orf72"
"CAPN5"
"UQCRB"
"WDR74"
"RPL10A"
"PCGF5"
"BRPF1"
"DPH1"
"ZPR1"
"ARF1"
"TRAPPC5"
"DDX24"
"RFT1"
"POGZ"
"CIITA"
"C3orf58"
"ELAVL4"
"SMAD7"
"PHB2"
"RPS5"
"RABIF"
"FCRLB"
"PCBP1"
"THOC3"
"EIF3D"
"CPLX3"
"CPSF2"
"URI1"
"INTS4"
"AP4S1"
"MPI"
"NOL12"
"TANGO6"
"SCAMP2"
"C22orf39"
"RUVBL1"
"CLCN2"
"TTI2"
"MCUR1"
"GTF2B"
"PPM1D"
"CLIC6"
"CEP350"
"HMGXB4"
"ZNHIT3"
"HNRNPC"
"MAGEH1"
"FBXO34"
"POLR2G"
"FOXK1"
"SEMA4G"
"USE1"
"RAPGEF5"
"GPN2"
"RPL17"
"SMCO3"
"MED31"
"RBX1"
"ULK3"
"RPL37"
"SH3BGR"
"CRCP"
"H3F3B"
"KDM6A"
"CPSF3L"
"TTC8"
"RPL10"
"RPS19BP1"
"IMP4"
"FNIP1"
"GRPEL1"
"NOP14"
"SLC35B1"
"DPAGT1"
"NUP188"
"PLRG1"
"ALG1"
"POP5"
"ARF6"
"XRCC5"
"UTP20"
"SUMO2"
"KRI1"
"MRPL38"
"SEL1L"
"DDX52"
"GADD45GIP1"
"ASL"
"RRP15"
"STRBP"
"EIF2B5"
"EIF3G"
"MANF"
"MFN2"
"BRIX1"
"RRP12"
"VPRBP"
"MRPL43"
"RRAGA"
"EIF6"
"TOMM22"
"MBNL1"
"KIAA1143"
"ALG11"
"RPL15"
"VMP1"
"FAU"
"DNAJC11"
"NOL6"
"FAM57B"
"PAK1IP1"
"RPS2"
"IDH3A"
"PELP1"
"PABPC1"
"NRBP1"
"GFM1"
"MED9"
"CCDC125"
"AP1M1"
"POLR1A"
"GPATCH4"
"DHX37"
"SUZ12"
"IARS"
"CEP120"
"DHX33"
"ACSL4"
"SLC19A1"
"NOC2L"
"LARS"
"NUP98"
"KRT24"
"RFWD2"
"KRT222"
"RCL1"
"C19orf70"
"MRPL52"
"MRPS30"
"NAT10"
"ALDOA"
"TMED10"
"COX14"
"POLD4"
"YWHAB"
"BAHCC1"
"MAP4"
"RPP25L"
"CORO6"
"AP1B1"
"C20orf96"
"NUP85"
"NRP2"
"MEGF6"
"C1orf131"
"CENPM"
"RPS12"
"CCDC71L"
"NLK"
"ARPP21"
"RPL14"
"POP1"
"RPS16"
"EMC1"
"RPS28"
"UBA52"
"RBM19"
"IARS2"
"LAMTOR3"
"C3orf17"
"MPHOSPH10"
"DDOST"
"SPCS3"
"RPS24"
"EIF2B2"
"UTP14A"
"ZCCHC9"
"ATP5E"
"MYC"
"LIMD2"
"EXOSC1"
"TGIF2"
"HNRNPA1"
"ARMC7"
"TRANK1"
"SNX31"
"DAP3"
"CANT1"
"MTFP1"
"MSTO1"
"ARHGEF37"
"CCDC167"
"CKMT2"
"NSUN5"
"VSIG2"
"FAM127A"
"TMEM39B"
"DAP"
"SAMD12"
"RAPGEF1"
"ATR"
"HSPH1"
"ZNF594"
"IFI27L2"
"P2RX1"
"EFTUD1"
"EXOSC6"
"CCDC28B"
"TBPL1"
"SRA1"
"NDUFA5"
"EFNA3"
"RPL9"
"DDX3Y"
"ILF3"
"ACVR1"
"EIF3L"
"BMPR1A"
"USP34"
"ATP8B3"
"MBD3L1"
"PFDN2"
"FAM122A"
"LRP10"
"ANKRD24"
"UBA5"
"DNAJC3"
"HNRNPH3"
"YAF2"
"GPN1"
"PTPN11"
"BTBD2"
"PIAS4"
"SMAD4"
"SIAH1"
"POLR2D"
"HIST3H3"
"MED26"
"CLK3"
"RAVER1"
"MKNK2"
"DOT1L"
"BUB1B"
"STXBP2"
"TICAM1"
"MPND"
"SEC61A1"
"GTPBP3"
"GNA11"
"UFL1"
"OSTC"
"APCDD1L"
"MED15"
"FBXO42"
"CCDC124"
"ZNF333"
"OAZ1"
"ZNF626"
"COPE"
"CD70"
"RBM14"
"QTRT1"
"TKT"
"C1orf43"
"PTCD1"
"CREB3L4"
"ASNA1"
"DRAXIN"
"GADD45B"
"ONECUT3"
"BABAM1"
"TSC22D2"
"LOC100130705"
"C19orf38"
"AUP1"
"CDC37"
"UQCR11"
"TYK2"
"CYP4F8"
"TMSB4Y"
"PLIN4"
"ZNF281"
"LMNB2"
"CMC1"
"MIOS"
"PEX11G"
"ALG5"
"MGEA5"
"SLC12A2"
"FCER2"
"CELF5"
"CHST10"
"SUGP1"
"PIN1"
"C19orf71"
"HDGFRP2"
"SEC62"
"C19orf35"
"MEF2B"
"SLC25A23"
"LDLR"
"CCDC136"
"TRAPPC13"
"PALD1"
"EIF3K"
"STUB1"
"ATXN7"
"SMAD5"
"EIF3B"
"UBA3"
"KDM4A"
"UBXN7"
"TRIM28"
"EHMT1"
"STAU1"
"BOD1"
"L3MBTL2"
"RIF1"
"PAX2"
"KIAA0101"
"INPP4A"
"COX19"
"MYADM"
"SERPINI1"
"CABS1"
"CAB39L"
"SAP30"
"SPOP"
"DDI2"
"FAM103A1"
"IPO8"
"ZC3H10"
"ZNF217"
"DENND4C"
"D2HGDH"
"RNF13"
"ZNF484"
"AGT"
"FUNDC2"
"INIP"
"SOWAHB"
"OR6K6"
"LUZP6"
"UQCRFS1"
"RNF111"
"DEDD2"
"PECR"
"HNRNPAB"
"FAIM"
"SPPL2A"
"THSD4"
"UBXN4"
"SMIM14"
"RBM33"
"PTGER1"
"HAMP"
"STARD10"
"LGALS9B"
"DNAJB13"
"MPP7"
"UBXN1"
"RBBP5"
"SP2"
"INTS12"
"DPF2"
"EVC2"
"ALKBH5"
"MBTD1"
"INSIG2"
"HERPUD1"
"UXS1"
"MDGA1"
"RASA2"
"TMEM159"
"ATP2B1"
"ZNF791"
"PDS5A"
"ZNF287"
"EXOC7"
"MYO3B"
"PKHD1L1"
"ZNF564"
"SH3GL1"
"KDM1A"
"FMR1"
"SEPT10"
"PHF6"
"FAM216A"
"TSN"
"MARCH1"
"DDX26B"
"GAS2L2"
"KCTD20"
"TERF2IP"
"CKAP2L"
"CA5B"
"TMEM129"
"PCDHGB4"
"BTBD17"
"PRKAR2B"
"MED13"
"ASCC3"
"LARP1"
"C2orf50"
"FBXO28"
"SEC11A"
"GDI2"
"FKBP1A"
"MIEF2"
"TUBB6"
"NPB"
"C17orf112"
"BCOR"
"RALGPS1"
"ZNF25"
"SUMF2"
"SSTR5"
"SPR"
"CHD9"
"LRRK1"
"OR2F1"
"ADIPOR1"
"CCND2"
"APPBP2"
"ARC"
"CENPQ"
"SHISA7"
"ZNF77"
"PRKCH"
"CP"
"UCKL1"
"KRBA1"
"TIGD7"
"FAM92A1"
"AXIN2"
"ZNF622"
"SYAP1"
"HOXA7"
"PPP3CC"
"ZNF805"
"KLHL2"
"C5orf66"
"HEXIM2"
"FAM171A2"
"TMEM173"
"ECHDC2"
"BBS5"
"ARHGEF7"
"TMEM187"
"CTAGE1"
"BAIAP3"
"BMI1"
"RAB11FIP5"
"ABHD17B"
"TTLL9"
"CPEB3"
"LZTS2"
"ZNF419"
"SNN"
"PARK7"
"SPOPL"
"RAI14"
"MYEOV"
"C11orf42"
"NAV2"
"DCP1B"
"ALG9"
"INTS8"
"SLC46A3"
"SYP"
"ACBD4"
"PRKAR1A"
"ZNF667"
"OR2T3"
"ETV2"
"MRPS9"
"THAP7"
"TRIM45"
"DHX35"
"PFKFB4"
"BHMT"
"SELT"
"COL7A1"
"CA2"
"PISD"
"ICOSLG"
"PTDSS2"
"ZFX"
"FGFR1OP"
"PLP2"
"ASH1L"
"ALDH3B2"
"IKZF1"
"LDB1"
"DDX1"
"TFAP4"
"DOHH"
"STRADA"
"DUSP16"
"ZNF326"
"RAC1"
"NOB1"
"ATXN1L"
"CTBP2"
"PENK"
"MORF4L1"
"ZBTB7A"
"PPRC1"
"USP54"
"GID4"
"G3BP1"
"UBA6"
"ACKR4"
"SLC20A1"
"RUFY2"
"KRTAP5-5"
"TMEM170A"
"STK11"
"NAF1"
"DBH"
"FGF14"
"RNF216"
"NPM1"
"PCM1"
"SPATA20"
"CNNM2"
"BIRC6"
"CTBP1"
"BTK"
"C17orf49"
"ZNF346"
"C10orf12"
"DKC1"
"TBX1"
"PSMD7"
"PRDM4"
"NCOA6"
"C10orf76"
"INO80E"
"OTUD6B"
"PCBD1"
"PSIP1"
"TMEM50A"
"TSEN34"
"FOXN2"
"GCNT1"
"MUSTN1"
"TET1"
"PSMD14"
"SNX16"
"PLXNC1"
"TNFSF14"
"METRNL"
"UCHL3"
"PRPF18"
"PRM3"
"IFIT1"
"RAD51D"
"TMED1"
"ZNF860"
"PSPH"
"PNRC2"
"RAPGEF6"
"ZNF560"
"TMEM220"
"BAZ2A"
"MARCH5"
"APOL3"
"MPC1"
"NXT1"
"PCID2"
"NXF1"
"MCM3AP"
"TPR"
"SHFM1"
"UBA2"
"SLC30A1"
"THOC2"
"TRMT5"
"NAA15"
"INO80D"
"RNF4"
"BZW1"
"TADA3"
"ORAI1"
"RAN"
"INTS10"
"PGK1"
"ZDHHC9"
"AAAS"
"DDX39A"
"HAGHL"
"TMEM186"
"C15orf52"
"SCGB2A1"
"MTA1"
"RABL3"
"MIER3"
"SLC16A1"
"XPR1"
"IPO5"
"RYR1"
"MX2"
"IFNB1"
"RHEB"
"THOC5"
"COA5"
"BLZF1"
"COLCA1"
"CDH6"
"EDA2R"
"CXADR"
"OGFR"
"CD274"
"PAQR4"
"CDC40"
"CD3E"
"GPRC5C"
"NOMO3"
"CACUL1"
"ATP5L"
"THOC1"
"AHCYL1"
"RPRD1B"
"NCOR1"
"ALAS1"
"PGD"
"IPO7"
"SRF"
"NUDT21"
"RPS4X"
"CCDC85B"
"OXA1L"
"PDCD5"
"MRPL18"
"COA6"
"NAA10"
"MRTO4"
"TARS"
"RHOU"
"MRPS14"
"MRPS11"
"CLP1"
"MRPL13"
"GSPT1"
"ACIN1"
"SLC16A6"
"ANKRD52"
"ZCCHC7"
"PLEKHA3"
"KYNU"
"PLD3"
"TEX264"
"SARNP"
"ALYREF"
"EIF4A3"
"NDUFA10"
"GTF2F2"
"IGSF1"
"RPL6"
"C9orf85"
"WDR59"
"NEMF"
"TSSK4"
"ALPL"
"LARS2"
"ZKSCAN2"
"PRKACA"
"PABPC1L2A"
"DHFRL1"
"MRPS12"
"DDX56"
"MRPL12"
"ERGIC3"
"PTP4A2"
"ACTR8"
"SLC22A17"
"GLRA4"
"RBPJ"
"METTL1"
"CCNO"
"SERPINA7"
"MRPL11"
"SNX2"
"ESF1"
"GTPBP8"
"RPL32"
"RPL30"
"C12orf77"
"METTL3"
"SRRM2"
"WDR83"
"SLC25A46"
"TSC22D3"
"FIZ1"
"CLEC16A"
"CABLES2"
"MDH1B"
"INTS6"
"RAB33A"
"NCOR2"
"INTS7"
"VCPIP1"
"RBM26"
"CARHSP1"
"RBM27"
"APC"
"SAE1"
"SETMAR"
"COPS4"
"TGFB1I1"
"SCP2"
"PABPC3"
"RBM22"
"UBE2M"
"RPAP2"
"SWAP70"
"CAPRIN1"
"FOS"
"TFB2M"
"LUC7L"
"COL2A1"
"BACH2"
"SBNO1"
"ESD"
"RPS15"
"CYFIP2"
"ISCU"
"MIDN"
"RPL3L"
"ACOT4"
"IRAK1"
"CHCHD7"
"SSBP2"
"TMEM127"
"PTBP3"
"TRAF3"
"NDRG4"
"TMX1"
"MAFK"
"INO80B"
"KIF17"
"HERC1"
"CCL17"
"IL6"
"AMFR"
"MTRNR2L10"
"NME1-NME2"
"GRAMD1A"
"ODF1"
"SNX30"
"SOX3"
"ADCY7"
"MTF2"
"GNAO1"
"PHKB"
"TRIM71"
"ZNF774"
"OLFML3"
"HSF1"
"FXYD2"
"MEIS2"
"ZNF420"
"TPP2"
"ARHGAP18"
"IDH3B"
"BCL2L1"
"PRKCDBP"
"CYB561D1"
"RGCC"
"FAHD2B"
"ZNF32"
"KCNA4"
"KIF3C"
"HMGB2"
"RILPL2"
"CNOT1"
"SFT2D1"
"R3HDM1"
"INSL5"
"AQP11"
"ZNF175"
"ITPK1"
"YBX3"
"CASP7"
"ICA1L"
"WDR33"
"N6AMT1"
"SRSF2"
"NOP10"
"MRPS26"
"RAD1"
"THRAP3"
"RBM5"
"PPCS"
"POLR2I"
"UCP3"
"PPIL1"
"EIF3I"
"NACA"
"MRPS28"
"MRPL44"
"NDUFA1"
"SNRNP40"
"ERAL1"
"POLG2"
"MRPL27"
"RBM25"
"PRELID1"
"PGRMC1"
"YPEL5"
"SRRT"
"GNG5"
"MRPS18A"
"SDHB"
"SDHA"
"INO80"
"BTAF1"
"GNPTAB"
"NPIPB6"
"UTP15"
